@relation 'Telco_Cusomer_Churn-weka.filters.unsupervised.attribute.Remove-R1-2,7-8-weka.filters.unsupervised.attribute.Remove-R1-3,5,7-8,10-11,13,15-16'

@attribute tenure numeric
@attribute OnlineSecurity {No,Yes,'No internet service'}
@attribute TechSupport {No,Yes,'No internet service'}
@attribute Contract {Month-to-month,'One year','Two year'}
@attribute PaymentMethod {'Electronic check','Mailed check','Bank transfer (automatic)','Credit card (automatic)'}
@attribute Churn {No,Yes}

@data
64,Yes,Yes,'Two year','Bank transfer (automatic)',No
12,No,No,Month-to-month,'Electronic check',Yes
6,No,No,Month-to-month,'Electronic check',Yes
59,'No internet service','No internet service','One year','Mailed check',No
7,No,No,'One year','Mailed check',No
72,Yes,No,'Two year','Credit card (automatic)',No
16,No,No,Month-to-month,'Electronic check',No
25,No,No,Month-to-month,'Credit card (automatic)',No
34,Yes,Yes,Month-to-month,'Electronic check',Yes
1,No,No,Month-to-month,'Electronic check',Yes
10,No,No,Month-to-month,'Credit card (automatic)',Yes
24,'No internet service','No internet service','One year','Mailed check',No
10,Yes,No,'One year','Electronic check',No
69,Yes,No,'One year','Credit card (automatic)',No
57,'No internet service','No internet service','Two year','Mailed check',No
50,No,Yes,'One year','Bank transfer (automatic)',No
28,Yes,Yes,'One year','Mailed check',No
16,Yes,No,Month-to-month,'Electronic check',Yes
25,Yes,Yes,Month-to-month,'Mailed check',No
3,No,No,Month-to-month,'Bank transfer (automatic)',No
61,No,No,'One year','Bank transfer (automatic)',No
2,'No internet service','No internet service',Month-to-month,'Mailed check',No
51,'No internet service','No internet service','One year','Mailed check',No
71,Yes,No,'Two year','Credit card (automatic)',No
20,'No internet service','No internet service',Month-to-month,'Mailed check',No
6,'No internet service','No internet service',Month-to-month,'Credit card (automatic)',No
6,'No internet service','No internet service',Month-to-month,'Mailed check',No
29,Yes,Yes,Month-to-month,'Mailed check',No
36,'No internet service','No internet service','Two year','Credit card (automatic)',No
28,No,No,Month-to-month,'Mailed check',No
7,No,No,Month-to-month,'Electronic check',Yes
63,'No internet service','No internet service','Two year','Mailed check',No
48,'No internet service','No internet service','Two year','Mailed check',No
49,'No internet service','No internet service','One year','Bank transfer (automatic)',No
27,No,No,Month-to-month,'Electronic check',Yes
72,Yes,Yes,'Two year','Credit card (automatic)',No
1,No,No,Month-to-month,'Electronic check',Yes
72,No,Yes,'Two year','Credit card (automatic)',No
47,Yes,Yes,'One year','Credit card (automatic)',No
1,No,No,Month-to-month,'Electronic check',No
36,No,No,'One year','Bank transfer (automatic)',No
43,No,No,Month-to-month,'Credit card (automatic)',No
27,No,Yes,Month-to-month,'Electronic check',No
9,No,No,Month-to-month,'Electronic check',Yes
38,No,Yes,Month-to-month,'Electronic check',No
35,Yes,No,Month-to-month,'Electronic check',No
0,No,Yes,'Two year','Mailed check',No
59,No,Yes,'Two year','Mailed check',No
27,'No internet service','No internet service','Two year','Credit card (automatic)',No
2,No,No,Month-to-month,'Electronic check',No
7,'No internet service','No internet service',Month-to-month,'Mailed check',No
36,No,Yes,'One year','Mailed check',No
41,Yes,No,Month-to-month,'Bank transfer (automatic)',No
13,No,No,Month-to-month,'Electronic check',No
19,'No internet service','No internet service','Two year','Credit card (automatic)',No
60,Yes,Yes,'Two year','Bank transfer (automatic)',No
48,No,Yes,'Two year','Mailed check',Yes
3,No,No,Month-to-month,'Electronic check',Yes
69,No,Yes,'Two year','Mailed check',No
43,No,Yes,'One year','Electronic check',No
11,Yes,Yes,'One year','Mailed check',No
45,No,No,Month-to-month,'Credit card (automatic)',No
72,No,Yes,'Two year','Credit card (automatic)',No
2,No,No,Month-to-month,'Electronic check',Yes
12,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
67,No,Yes,'One year','Credit card (automatic)',No
37,No,Yes,'Two year','Mailed check',No
39,Yes,Yes,'One year','Bank transfer (automatic)',No
41,Yes,Yes,Month-to-month,'Bank transfer (automatic)',No
25,No,No,Month-to-month,'Electronic check',No
8,Yes,Yes,'Two year','Credit card (automatic)',No
71,Yes,Yes,'Two year','Mailed check',No
5,No,No,Month-to-month,'Electronic check',No
30,Yes,No,'One year','Credit card (automatic)',No
40,No,Yes,'One year','Credit card (automatic)',No
54,'No internet service','No internet service','Two year','Mailed check',No
72,No,No,'Two year','Bank transfer (automatic)',No
28,No,No,'One year','Bank transfer (automatic)',No
18,No,Yes,Month-to-month,'Electronic check',No
2,No,No,Month-to-month,'Electronic check',Yes
59,No,No,'One year','Electronic check',No
22,No,Yes,Month-to-month,'Electronic check',No
1,'No internet service','No internet service',Month-to-month,'Mailed check',No
72,'No internet service','No internet service','Two year','Credit card (automatic)',No
14,No,No,Month-to-month,'Electronic check',Yes
50,No,Yes,'One year','Electronic check',No
48,Yes,Yes,'One year','Bank transfer (automatic)',No
49,No,No,Month-to-month,'Electronic check',No
28,No,No,Month-to-month,'Electronic check',No
68,No,No,Month-to-month,'Electronic check',No
13,No,Yes,Month-to-month,'Electronic check',No
11,No,No,Month-to-month,'Electronic check',No
3,No,No,Month-to-month,'Credit card (automatic)',Yes
57,No,No,Month-to-month,'Electronic check',Yes
3,No,No,Month-to-month,'Mailed check',Yes
72,'No internet service','No internet service','Two year','Credit card (automatic)',No
70,No,Yes,'Two year','Electronic check',No
49,No,Yes,'Two year','Bank transfer (automatic)',No
67,Yes,No,'One year','Credit card (automatic)',No
46,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
64,Yes,Yes,'Two year','Credit card (automatic)',Yes
37,'No internet service','No internet service',Month-to-month,'Bank transfer (automatic)',No
2,No,No,Month-to-month,'Electronic check',Yes
13,No,No,Month-to-month,'Electronic check',No
72,Yes,Yes,'Two year','Electronic check',No
68,No,Yes,'Two year','Bank transfer (automatic)',No
15,'No internet service','No internet service','One year','Mailed check',No
24,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
24,No,Yes,Month-to-month,'Electronic check',No
27,Yes,No,Month-to-month,'Mailed check',No
12,No,Yes,Month-to-month,'Bank transfer (automatic)',Yes
71,Yes,Yes,'Two year','Credit card (automatic)',No
67,'No internet service','No internet service','Two year','Mailed check',No
63,No,Yes,'Two year','Bank transfer (automatic)',No
1,'No internet service','No internet service',Month-to-month,'Mailed check',No
4,No,No,Month-to-month,'Electronic check',No
40,Yes,No,Month-to-month,'Credit card (automatic)',Yes
12,No,No,Month-to-month,'Electronic check',Yes
52,Yes,No,'Two year','Electronic check',No
10,'No internet service','No internet service',Month-to-month,'Electronic check',No
68,Yes,No,'One year','Bank transfer (automatic)',No
54,No,Yes,Month-to-month,'Electronic check',Yes
4,No,Yes,Month-to-month,'Mailed check',Yes
52,Yes,No,'One year','Mailed check',No
1,No,No,Month-to-month,'Electronic check',Yes
70,Yes,Yes,'One year','Bank transfer (automatic)',No
43,Yes,No,'One year','Credit card (automatic)',No
52,'No internet service','No internet service','Two year','Mailed check',No
12,Yes,Yes,'Two year','Mailed check',No
56,Yes,No,'One year','Bank transfer (automatic)',No
0,Yes,Yes,'Two year','Bank transfer (automatic)',No
42,No,No,Month-to-month,'Electronic check',No
22,No,No,Month-to-month,'Bank transfer (automatic)',No
51,Yes,No,'One year','Electronic check',Yes
27,'No internet service','No internet service',Month-to-month,'Credit card (automatic)',No
51,Yes,No,'One year','Bank transfer (automatic)',No
4,Yes,No,Month-to-month,'Electronic check',Yes
1,'No internet service','No internet service',Month-to-month,'Mailed check',No
35,No,No,Month-to-month,'Mailed check',Yes
71,No,Yes,'One year','Bank transfer (automatic)',No
1,No,No,Month-to-month,'Electronic check',Yes
69,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
14,'No internet service','No internet service','One year','Mailed check',No
57,Yes,Yes,Month-to-month,'Electronic check',No
72,Yes,Yes,'Two year','Credit card (automatic)',No
48,'No internet service','No internet service','Two year','Credit card (automatic)',No
4,No,No,Month-to-month,'Mailed check',No
31,'No internet service','No internet service',Month-to-month,'Electronic check',No
38,No,Yes,'One year','Mailed check',Yes
37,No,No,Month-to-month,'Electronic check',Yes
1,'No internet service','No internet service',Month-to-month,'Mailed check',No
57,No,No,'Two year','Bank transfer (automatic)',No
62,Yes,Yes,'Two year','Credit card (automatic)',No
3,No,Yes,Month-to-month,'Electronic check',No
72,'No internet service','No internet service','Two year','Mailed check',No
29,Yes,Yes,Month-to-month,'Mailed check',No
13,No,No,Month-to-month,'Bank transfer (automatic)',No
3,No,No,Month-to-month,'Electronic check',Yes
11,No,No,Month-to-month,'Electronic check',No
21,Yes,Yes,'Two year','Mailed check',No
19,'No internet service','No internet service',Month-to-month,'Bank transfer (automatic)',No
61,Yes,Yes,'Two year','Credit card (automatic)',Yes
11,Yes,No,Month-to-month,'Credit card (automatic)',Yes
35,No,Yes,Month-to-month,'Electronic check',No
25,'No internet service','No internet service',Month-to-month,'Mailed check',No
1,'No internet service','No internet service',Month-to-month,'Mailed check',Yes
67,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
19,No,No,Month-to-month,'Electronic check',Yes
56,'No internet service','No internet service','One year','Electronic check',Yes
72,Yes,No,'Two year','Credit card (automatic)',No
43,'No internet service','No internet service','Two year','Mailed check',No
55,Yes,No,Month-to-month,'Electronic check',No
2,Yes,No,Month-to-month,'Mailed check',Yes
27,No,No,Month-to-month,'Mailed check',No
13,No,No,Month-to-month,'Mailed check',No
70,Yes,No,'Two year','Mailed check',No
14,Yes,Yes,'One year','Mailed check',Yes
19,No,Yes,'One year','Bank transfer (automatic)',No
20,Yes,No,Month-to-month,'Bank transfer (automatic)',No
43,Yes,Yes,'One year','Credit card (automatic)',No
5,Yes,No,Month-to-month,'Mailed check',No
70,No,Yes,'One year','Bank transfer (automatic)',No
40,'No internet service','No internet service','Two year','Mailed check',No
6,'No internet service','No internet service','Two year','Credit card (automatic)',No
39,Yes,No,'Two year','Electronic check',No
4,No,No,Month-to-month,'Electronic check',Yes
15,No,Yes,Month-to-month,'Electronic check',Yes
1,No,No,Month-to-month,'Electronic check',Yes
45,Yes,Yes,Month-to-month,'Bank transfer (automatic)',No
64,Yes,Yes,'Two year','Electronic check',Yes
57,No,No,Month-to-month,'Credit card (automatic)',No
72,Yes,Yes,'Two year','Bank transfer (automatic)',No
1,No,No,Month-to-month,'Electronic check',Yes
72,'No internet service','No internet service','Two year','Credit card (automatic)',No
3,Yes,Yes,'Two year','Mailed check',No
55,Yes,No,Month-to-month,'Electronic check',Yes
59,No,Yes,Month-to-month,'Electronic check',No
18,No,Yes,Month-to-month,'Bank transfer (automatic)',Yes
32,No,No,Month-to-month,'Credit card (automatic)',Yes
4,Yes,No,Month-to-month,'Bank transfer (automatic)',No
66,No,No,Month-to-month,'Credit card (automatic)',Yes
27,No,No,Month-to-month,'Electronic check',No
4,'No internet service','No internet service',Month-to-month,'Credit card (automatic)',No
60,Yes,Yes,Month-to-month,'Credit card (automatic)',No
8,'No internet service','No internet service','Two year','Mailed check',No
8,'No internet service','No internet service','Two year','Credit card (automatic)',No
35,'No internet service','No internet service','Two year','Mailed check',No
7,No,No,Month-to-month,'Electronic check',Yes
53,'No internet service','No internet service','Two year','Mailed check',No
18,No,Yes,Month-to-month,'Credit card (automatic)',No
15,No,No,'Two year','Mailed check',No
67,No,No,'One year','Bank transfer (automatic)',No
6,No,No,Month-to-month,'Electronic check',Yes
6,No,No,Month-to-month,'Electronic check',No
13,No,Yes,Month-to-month,'Mailed check',Yes
11,No,No,Month-to-month,'Electronic check',Yes
1,'No internet service','No internet service',Month-to-month,'Mailed check',No
5,Yes,Yes,Month-to-month,'Mailed check',No
13,'No internet service','No internet service','One year','Mailed check',No
9,Yes,No,Month-to-month,'Bank transfer (automatic)',Yes
29,No,Yes,Month-to-month,'Mailed check',No
1,No,No,Month-to-month,'Mailed check',No
1,No,No,Month-to-month,'Mailed check',Yes
18,No,No,Month-to-month,'Mailed check',No
2,No,No,Month-to-month,'Credit card (automatic)',No
30,No,Yes,Month-to-month,'Bank transfer (automatic)',No
66,Yes,Yes,'Two year','Bank transfer (automatic)',No
38,No,Yes,'Two year','Bank transfer (automatic)',No
44,No,Yes,Month-to-month,'Mailed check',No
54,No,Yes,Month-to-month,'Electronic check',Yes
2,'No internet service','No internet service',Month-to-month,'Mailed check',No
42,Yes,Yes,'One year','Mailed check',No
58,'No internet service','No internet service','Two year','Credit card (automatic)',No
58,No,No,Month-to-month,'Electronic check',No
25,No,No,Month-to-month,'Electronic check',Yes
71,Yes,Yes,'Two year','Mailed check',No
37,No,No,Month-to-month,'Bank transfer (automatic)',Yes
14,No,Yes,Month-to-month,'Electronic check',Yes
4,No,No,Month-to-month,'Electronic check',Yes
48,Yes,Yes,'One year','Bank transfer (automatic)',No
3,No,No,Month-to-month,'Electronic check',Yes
8,Yes,Yes,'Two year','Mailed check',No
1,No,No,Month-to-month,'Electronic check',Yes
67,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
13,No,No,Month-to-month,'Electronic check',Yes
45,No,Yes,'One year','Credit card (automatic)',Yes
49,No,No,Month-to-month,'Bank transfer (automatic)',No
52,No,No,Month-to-month,'Bank transfer (automatic)',No
63,Yes,No,'One year','Credit card (automatic)',No
68,Yes,Yes,'Two year','Bank transfer (automatic)',No
31,No,Yes,Month-to-month,'Mailed check',No
64,'No internet service','No internet service','Two year','Credit card (automatic)',No
62,Yes,Yes,'One year','Electronic check',No
1,No,No,Month-to-month,'Bank transfer (automatic)',Yes
6,No,No,Month-to-month,'Electronic check',Yes
21,No,Yes,Month-to-month,'Electronic check',No
72,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
32,Yes,No,Month-to-month,'Electronic check',No
71,Yes,Yes,'One year','Credit card (automatic)',No
34,Yes,No,Month-to-month,'Bank transfer (automatic)',No
3,No,No,Month-to-month,'Electronic check',Yes
12,No,No,Month-to-month,'Credit card (automatic)',Yes
8,No,No,Month-to-month,'Electronic check',Yes
35,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
3,No,No,Month-to-month,'Electronic check',No
3,No,Yes,Month-to-month,'Mailed check',No
53,No,No,'One year','Electronic check',No
4,Yes,No,Month-to-month,'Electronic check',No
48,Yes,No,'One year','Bank transfer (automatic)',No
6,Yes,No,Month-to-month,'Credit card (automatic)',Yes
3,No,No,Month-to-month,'Electronic check',Yes
54,No,Yes,'Two year','Credit card (automatic)',No
1,No,No,Month-to-month,'Mailed check',Yes
62,No,Yes,Month-to-month,'Bank transfer (automatic)',No
22,No,No,'One year','Mailed check',No
1,No,No,Month-to-month,'Bank transfer (automatic)',Yes
51,No,No,'One year','Bank transfer (automatic)',No
30,No,No,'One year','Credit card (automatic)',No
56,Yes,Yes,'One year','Credit card (automatic)',No
35,No,Yes,'One year','Electronic check',No
64,No,Yes,Month-to-month,'Electronic check',No
30,No,No,Month-to-month,'Electronic check',No
